-65,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-64,34.552572,82.261899,34.552562,82.261925
-64,34.552572,82.261899,34.552562,82.261925
-63,34.552572,82.261899,34.552562,82.261925
-61,34.552572,82.261899,34.552562,82.261925
-62,34.552572,82.261899,34.552562,82.261925
-63,34.552572,82.261899,34.552562,82.261925
-62,34.552572,82.261899,34.552562,82.261925
-64,34.552572,82.261899,34.552562,82.261925
-63,34.552572,82.261899,34.552562,82.261925
-64,34.552572,82.261899,34.552562,82.261925
-56,34.552549,82.261959,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-65,34.552585,82.261928,34.552562,82.261925
-65,34.552585,82.261928,34.552562,82.261925
-65,34.552572,82.261899,34.552562,82.261925
-65,34.552572,82.261899,34.552562,82.261925
-65,34.552572,82.261899,34.552562,82.261925
-65,34.552585,82.261928,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
-62,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-65,34.552585,82.261928,34.552562,82.261925
-65,34.552585,82.261928,34.552562,82.261925
-65,34.552585,82.261928,34.552562,82.261925
-64,34.552572,82.261899,34.552562,82.261925
-64,34.552572,82.261899,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
-64,34.552572,82.261899,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
-65,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
-64,34.552572,82.261899,34.552562,82.261925
-65,34.552572,82.261899,34.552562,82.261925
-65,34.552572,82.261899,34.552562,82.261925
-65,34.552585,82.261928,34.552562,82.261925
-62,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
-64,34.552572,82.261899,34.552562,82.261925
-65,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-64,34.552585,82.261928,34.552562,82.261925
-63,34.552585,82.261928,34.552562,82.261925
